Timestamp,Source IP,Source Port,Destination IP,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Bwd IAT Total,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Average Packet Size,Init_Win_bytes_forward,Init_Win_bytes_backward,min_seg_size_forward,Active Mean,Idle Mean,Label
2026-06-14 10:57:14,192.168.1.91,28491,192.168.1.100,752,347,1,0,40,0,40,40,40,40,0,20,115273.78,2881.84,347.0,277.6,17.35,329.65,0,20,0,2881.84,0.0,40,40,40.0,0.0,1,0,0,0,0,40.0,1024,0,20,53771,5488,Port Scan
2026-06-14 11:27:01,172.63.168.151,62211,192.168.1.100,80,1633,670,2,26800,0,64,40,50,0,0,0,16411512.55,411512.55,2.43,1306.4,81.65,1551.35,1469.7,26800,64,410287.81,1224.74,0,64,39.88,16.0,1,0,0,0,0,39.88,512,0,40,39434,74549,DDoS
2026-06-14 10:40:20,192.168.1.139,58219,192.168.1.168,80,3737677,23,7,3013,3738,589,0,140,1002,0,686,1806.2,8.03,128885.41,2990141.6,186883.85,3550793.15,3363909.3,920,224,6.15,1.87,0,1002,225.03,250.5,1,0,0,1,0,225.03,29200,28960,40,24700,191924,BENIGN
2026-06-14 10:23:18,192.168.1.107,49545,192.168.1.61,80,4953211,6,16,2700,20672,776,0,499,1194,0,294,4718.56,4.44,235867.19,3962568.8,247660.55,4705550.45,4457889.9,192,512,1.21,3.23,0,1194,1062.36,298.5,1,0,0,1,0,1062.36,29200,28960,32,57263,865313,BENIGN
2026-06-14 11:29:17,222.153.231.140,42810,192.168.1.100,80,6365,388,3,15520,0,64,40,50,0,0,0,2438334.64,61429.69,16.32,5092.0,318.25,6046.75,5728.5,7760,96,60958.37,471.33,0,64,39.69,16.0,1,0,0,0,0,39.69,512,0,20,76862,85680,DDoS
2026-06-14 11:28:22,192.168.1.33,18226,192.168.1.69,443,2016413,23,12,4393,13680,761,0,425,1106,0,635,8962.95,17.36,59306.26,1613130.4,100820.65,1915592.35,1814771.7,920,384,11.41,5.95,0,1106,516.37,276.5,1,0,1,1,0,516.37,29200,28960,40,40756,534964,BENIGN
2026-06-14 11:25:14,192.168.1.42,48483,192.168.1.26,8080,3630113,30,29,21420,41615,596,0,304,1097,0,215,17364.47,16.25,62588.16,2904090.4,181505.65,3448607.35,3267101.7,960,928,8.26,7.99,0,1097,1068.39,274.25,1,0,1,1,0,1068.39,29200,28960,32,80587,672987,BENIGN
2026-06-14 10:31:43,192.168.1.223,60387,192.168.1.27,80,2974359,10,14,8250,10780,1287,0,281,1068,0,396,6398.02,8.07,129319.96,2379487.2,148717.95,2825641.05,2676923.1,320,448,3.36,4.71,0,1287,792.92,321.75,1,0,1,1,0,792.92,29200,28960,32,12116,441936,BENIGN
2026-06-14 11:17:42,192.168.1.55,12748,91.183.34.88,6667,24930876,56,57,4704,3762,100,40,60,100,40,60,339.58,4.53,222597.11,19944700.8,1246543.8,23684332.2,22437788.4,1120,1824,2.25,2.29,40,100,74.92,15.0,1,0,0,1,0,74.92,31349,42156,20,17203,2789123,Botnet
2026-06-14 11:23:13,192.168.1.229,2443,192.168.1.147,8080,820591,12,14,8280,2618,669,0,377,1281,0,701,13280.67,31.68,32823.64,656472.8,41029.55,779561.45,738531.9,240,448,14.62,17.06,0,1281,419.15,320.25,1,0,0,1,0,419.15,29200,28960,20,66854,595451,BENIGN
2026-06-14 10:45:34,79.14.61.16,41153,192.168.1.100,80,13584,505,4,20200,0,64,40,50,0,0,0,1487043.58,37470.55,26.74,10867.2,679.2,12904.8,12225.6,16160,128,37176.09,294.46,0,64,39.69,16.0,1,0,0,0,0,39.69,512,0,32,55852,861693,DDoS
2026-06-14 10:22:22,192.168.1.86,22753,192.168.1.99,80,2158360,8,5,3432,3545,1281,0,343,1189,0,444,3232.55,6.02,179863.33,1726688.0,107918.0,2050442.0,1942524.0,160,160,3.71,2.32,0,1281,536.69,320.25,1,0,1,1,0,536.69,29200,28960,20,56462,915054,BENIGN
2026-06-14 11:23:38,192.168.1.238,44874,192.168.1.97,80,1754601,21,23,3108,31924,1298,0,205,1244,0,210,19965.79,25.08,40804.67,1403680.8,87730.05,1666870.95,1579140.9,672,736,11.97,13.11,0,1298,796.18,324.5,1,0,0,1,0,796.18,29200,28960,32,88770,159743,BENIGN
2026-06-14 10:33:41,192.168.1.163,51979,192.168.1.100,80,4326096,5,25,1135,17200,1316,0,385,1347,0,605,4238.23,6.93,149175.72,3460876.8,216304.8,4109791.2,3893486.4,200,800,1.16,5.78,0,1347,611.17,336.75,1,0,0,1,0,611.17,29200,28960,40,15554,263293,BENIGN
2026-06-14 11:00:23,192.168.1.164,1524,192.168.1.220,80,2817554,21,11,17745,12936,1059,0,241,1392,0,227,10889.23,11.36,90888.84,2254043.2,140877.7,2676676.3,2535798.6,420,352,7.45,3.9,0,1392,958.78,348.0,1,0,1,1,0,958.78,29200,28960,20,92478,36457,BENIGN
2026-06-14 10:34:07,192.168.1.241,4084,192.168.1.165,80,330650,19,22,15333,19162,728,0,112,1018,0,286,104324.81,124.0,8266.25,264520.0,16532.5,314117.5,297585.0,608,704,57.46,66.54,0,1018,841.34,254.5,1,0,1,1,0,841.34,29200,28960,32,52756,359360,BENIGN
2026-06-14 10:54:33,192.168.1.10,35460,192.168.1.51,8080,966692,26,11,23478,9537,1053,0,173,1316,0,766,34152.55,38.27,26852.56,773353.6,48334.6,918357.4,870022.8,832,352,26.9,11.38,0,1316,892.3,329.0,1,0,1,1,0,892.3,29200,28960,32,73322,53587,BENIGN
2026-06-14 10:22:40,41.48.211.198,46759,192.168.1.100,443,10330,671,2,42944,0,64,40,50,0,0,0,4157212.0,65150.05,15.37,8264.0,516.5,9813.5,9297.0,26840,64,64956.44,193.61,0,64,63.81,16.0,1,0,0,0,0,63.81,512,0,40,77966,822515,DDoS
2026-06-14 11:18:27,192.168.1.73,29334,192.168.1.195,8080,3155395,8,28,5048,6664,1354,0,119,1300,0,599,3711.74,11.41,90154.14,2524316.0,157769.75,2997625.25,2839855.5,160,896,2.54,8.87,0,1354,325.33,338.5,1,0,0,1,0,325.33,29200,28960,20,88730,868319,BENIGN
2026-06-14 11:03:32,192.168.1.222,23199,192.168.1.100,771,518,1,0,40,0,40,40,40,40,0,20,77220.08,1930.5,518.0,414.4,25.9,492.1,0,20,0,1930.5,0.0,40,40,40.0,0.0,1,1,0,0,0,40.0,1024,0,20,77311,975869,Port Scan
2026-06-14 11:09:12,192.168.1.195,3164,192.168.1.28,80,254670,26,12,18772,6468,713,0,315,1014,0,283,99108.65,149.21,6882.97,203736.0,12733.5,241936.5,229203.0,520,384,102.09,47.12,0,1014,664.21,253.5,1,0,1,1,0,664.21,29200,28960,20,85796,736893,BENIGN
2026-06-14 11:15:22,192.168.1.39,13539,192.168.1.14,8080,4813793,9,12,927,15336,1092,0,189,1241,0,216,3378.42,4.36,240689.65,3851034.4,240689.65,4573103.35,4332413.7,180,384,1.87,2.49,0,1241,774.43,310.25,1,0,1,1,0,774.43,29200,28960,20,76237,814121,BENIGN
2026-06-14 10:44:41,192.168.1.94,37030,192.168.1.59,8080,2976164,17,19,5559,11647,614,0,134,1232,0,660,5781.27,12.1,85033.26,2380931.2,148808.2,2827355.8,2678547.6,544,608,5.71,6.38,0,1232,477.94,308.0,1,0,1,1,0,477.94,29200,28960,32,74977,888665,BENIGN
2026-06-14 10:26:40,192.168.1.229,12507,192.168.1.100,775,529,1,1,40,40,40,40,40,40,0,20,151228.73,3780.72,529.0,423.2,26.45,502.55,476.1,20,32,1890.36,1890.36,0,40,40.0,10.0,1,0,0,0,0,40.0,1024,0,20,5003,399132,Port Scan
2026-06-14 11:17:56,120.16.200.227,36829,192.168.1.100,443,12053,393,2,25152,0,64,40,50,0,0,0,2086783.37,32771.92,30.59,9642.4,602.65,11450.35,10847.7,7860,64,32605.99,165.93,0,64,63.68,16.0,1,0,0,0,0,63.68,512,0,20,45091,674124,DDoS
2026-06-14 10:30:28,192.168.1.56,14197,192.168.1.85,443,785891,8,22,4352,11880,1294,0,212,1285,0,682,20654.26,38.17,27099.69,628712.8,39294.55,746596.45,707301.9,160,704,10.18,27.99,0,1294,541.07,323.5,1,0,1,1,0,541.07,29200,28960,20,36874,719352,BENIGN
2026-06-14 11:00:29,192.168.1.246,59056,192.168.1.100,778,703,1,0,40,0,40,40,40,40,0,20,56899.0,1422.48,703.0,562.4,35.15,667.85,0,40,0,1422.48,0.0,40,40,40.0,0.0,1,0,0,0,0,40.0,1024,0,40,40576,583685,Port Scan
2026-06-14 11:14:07,192.168.1.2,14417,192.168.1.47,8080,2769475,29,22,5452,29986,844,0,193,1004,0,520,12795.93,18.42,55389.5,2215580.0,138473.75,2631001.25,2492527.5,1160,704,10.47,7.94,0,1004,694.86,251.0,1,0,0,1,0,694.86,29200,28960,40,48227,887848,BENIGN
2026-06-14 10:45:43,192.168.1.170,7763,192.168.1.219,80,2838014,19,14,6365,5670,894,0,404,1292,0,247,4240.64,11.63,88687.94,2270411.2,141900.7,2696113.3,2554212.6,608,448,6.69,4.93,0,1292,364.7,323.0,1,0,0,1,0,364.7,29200,28960,32,86382,669437,BENIGN
2026-06-14 10:46:39,80.134.82.115,2953,192.168.1.100,80,2291,686,1,27440,0,64,40,50,0,0,0,11977302.49,299869.05,3.34,1832.8,114.55,2176.45,2061.9,27440,32,299432.56,436.49,0,64,39.94,16.0,1,0,0,0,0,39.94,512,0,40,61666,88358,DDoS
2026-06-14 10:44:24,192.168.1.155,23592,192.168.1.100,782,397,2,0,80,0,40,40,40,40,0,20,201511.34,5037.78,397.0,317.6,19.85,377.15,0,64,0,5037.78,0.0,40,40,40.0,0.0,1,0,0,0,0,40.0,1024,0,32,98537,997828,Port Scan
2026-06-14 10:55:58,192.168.1.101,34412,192.168.1.29,80,2417200,18,26,8550,16926,959,0,103,1312,0,676,10539.47,18.2,56213.95,1933760.0,120860.0,2296340.0,2175480.0,360,832,7.45,10.76,0,1312,579.0,328.0,1,0,0,1,0,579.0,29200,28960,20,4636,629820,BENIGN
2026-06-14 11:13:38,192.168.1.78,58567,192.168.1.105,443,2134676,6,18,5154,22032,1176,0,223,1252,0,710,12735.42,11.24,92812.0,1707740.8,106733.8,2027942.2,1921208.4,240,576,2.81,8.43,0,1252,1132.75,313.0,1,0,0,1,0,1132.75,29200,28960,40,61112,742602,BENIGN
2026-06-14 11:14:48,192.168.1.214,53956,192.168.1.169,80,1565896,11,27,7601,26190,519,0,419,1063,0,701,21579.34,24.27,42321.51,1252716.8,78294.8,1487601.2,1409306.4,440,864,7.02,17.24,0,1063,889.24,265.75,1,0,1,1,0,889.24,29200,28960,40,90393,844559,BENIGN
2026-06-14 11:02:15,192.168.1.15,39071,192.168.1.252,443,2421275,24,7,5448,3339,1178,0,197,1354,0,669,3629.08,12.8,80709.17,1937020.0,121063.75,2300211.25,2179147.5,480,224,9.91,2.89,0,1354,283.45,338.5,1,0,1,1,0,283.45,29200,28960,20,79408,853449,BENIGN
2026-06-14 11:29:03,40.240.238.42,10010,192.168.1.100,443,8124,430,1,27520,0,64,40,50,0,0,0,3387493.85,53052.68,18.89,6499.2,406.2,7717.8,7311.6,8600,32,52929.59,123.09,0,64,63.85,16.0,1,0,0,0,0,63.85,512,0,20,5655,399261,DDoS
2026-06-14 10:21:25,192.168.1.23,63181,192.168.1.81,80,577456,25,6,9625,3876,997,0,139,1148,0,376,23380.14,53.68,19248.53,461964.8,28872.8,548583.2,519710.4,1000,192,43.29,10.39,0,1148,435.52,287.0,1,0,1,1,0,435.52,29200,28960,40,36088,305601,BENIGN
2026-06-14 10:30:55,212.220.208.26,4570,192.168.1.100,443,9861,667,1,42688,0,64,40,50,0,0,0,4328972.72,67741.61,14.78,7888.8,493.05,9367.95,8874.9,21344,32,67640.2,101.41,0,64,63.9,16.0,1,0,0,0,0,63.9,512,0,32,6855,775451,DDoS
2026-06-14 10:32:25,192.168.1.90,59574,192.168.1.215,8080,345208,16,15,12720,7710,864,0,170,1213,0,576,59181.71,89.8,11506.93,276166.4,17260.4,327947.6,310687.2,640,480,46.35,43.45,0,1213,659.03,303.25,1,0,1,1,0,659.03,29200,28960,40,52041,925835,BENIGN
2026-06-14 11:07:23,192.168.1.199,47069,192.168.1.139,80,204201,30,8,26370,8152,1103,0,451,1361,0,682,169058.92,186.09,5518.95,163360.8,10210.05,193990.95,183780.9,1200,256,146.91,39.18,0,1361,908.47,340.25,1,0,0,1,0,908.47,29200,28960,40,2441,985139,BENIGN
2026-06-14 11:07:58,192.168.1.71,25864,192.168.1.64,443,3429043,16,9,4112,6381,1036,0,400,1021,0,270,3060.04,7.29,142876.79,2743234.4,171452.15,3257590.85,3086138.7,640,288,4.67,2.62,0,1036,419.72,259.0,1,0,0,1,0,419.72,29200,28960,40,72018,163447,BENIGN
2026-06-14 11:24:33,192.168.1.220,63591,192.168.1.189,443,1474542,8,6,2352,7656,504,0,291,1430,0,692,6787.19,9.49,113426.31,1179633.6,73727.1,1400814.9,1327087.8,160,192,5.43,4.07,0,1430,714.86,357.5,1,0,1,1,0,714.86,29200,28960,20,34456,976483,BENIGN
2026-06-14 10:22:58,93.209.245.15,11224,192.168.1.100,80,5132,195,3,12480,0,64,40,50,0,0,0,2431800.47,38581.45,26.05,4105.6,256.6,4875.4,4618.8,6240,96,37996.88,584.57,0,64,63.03,16.0,1,0,0,0,0,63.03,512,0,32,14280,648567,DDoS
2026-06-14 10:33:03,192.168.1.146,15780,192.168.1.92,80,3282659,29,27,3277,36180,680,0,187,1010,0,295,12019.83,17.06,59684.71,2626127.2,164132.95,3118526.05,2954393.1,580,864,8.83,8.23,0,1010,704.59,252.5,1,0,1,1,0,704.59,29200,28960,20,85810,384779,BENIGN
2026-06-14 11:18:38,192.168.1.143,7211,192.168.1.206,80,477893,9,5,6201,2965,1005,0,366,1219,0,519,19180.03,29.3,36761.0,382314.4,23894.65,453998.35,430103.7,288,160,18.83,10.46,0,1219,654.71,304.75,1,0,0,1,0,654.71,29200,28960,32,58509,342175,BENIGN
2026-06-14 11:26:38,192.168.1.165,30202,192.168.1.27,8080,4612930,6,24,5202,34752,927,0,392,1140,0,600,8661.31,6.5,159066.55,3690344.0,230646.5,4382283.5,4151637.0,120,768,1.3,5.2,0,1140,1331.8,285.0,1,0,1,1,0,1331.8,29200,28960,20,51262,384467,BENIGN
2026-06-14 11:18:03,45.54.46.59,38464,192.168.1.100,80,7385,251,5,10040,0,64,40,50,0,0,0,1359512.53,34664.86,28.96,5908.0,369.25,7015.75,6646.5,5020,160,33987.81,677.05,0,64,39.22,16.0,1,0,0,0,0,39.22,512,0,20,9228,555975,DDoS
2026-06-14 11:08:39,192.168.1.55,64635,91.208.238.181,8080,43499074,33,59,1320,4248,100,40,60,100,40,60,128.0,2.11,478011.8,34799259.2,2174953.7,41324120.3,39149166.6,1320,1888,0.76,1.36,40,100,60.52,15.0,1,0,0,1,0,60.52,5016,13529,40,27112,3503342,Botnet
2026-06-14 10:34:45,192.168.1.164,31644,192.168.1.195,80,157813,8,16,6968,13776,630,0,270,1345,0,338,131446.71,152.08,6861.43,126250.4,7890.65,149922.35,142031.7,160,512,50.69,101.39,0,1345,864.33,336.25,1,0,1,1,0,864.33,29200,28960,20,61567,944945,BENIGN
2026-06-14 10:48:47,198.78.177.40,48650,192.168.1.100,80,4320,800,2,32000,0,64,40,50,0,0,0,7407407.41,185648.15,5.39,3456.0,216.0,4104.0,3888.0,16000,64,185185.19,462.96,0,64,39.9,16.0,1,0,0,0,0,39.9,512,0,20,76429,16796,DDoS
2026-06-14 10:58:58,192.168.1.203,21439,192.168.1.200,8080,3771684,23,20,13547,9260,910,0,297,1138,0,283,6046.9,11.4,89802.0,3017347.2,188584.2,3583099.8,3394515.6,460,640,6.1,5.3,0,1138,530.4,284.5,1,0,0,1,0,530.4,29200,28960,20,40181,764389,BENIGN
2026-06-14 10:36:14,192.168.1.222,8941,192.168.1.100,803,537,2,0,80,0,40,40,40,40,0,20,148975.79,3724.39,537.0,429.6,26.85,510.15,0,40,0,3724.39,0.0,40,40,40.0,0.0,1,0,0,0,0,40.0,1024,0,20,34736,807204,Port Scan
2026-06-14 10:47:46,192.168.1.145,23404,192.168.1.167,8080,4417549,15,28,4215,29596,1127,0,268,1034,0,622,7653.79,9.73,105179.74,3534039.2,220877.45,4196671.55,3975794.1,300,896,3.4,6.34,0,1127,786.3,281.75,1,0,1,1,0,786.3,29200,28960,20,67284,733910,BENIGN
2026-06-14 11:27:35,192.168.1.34,29232,192.168.1.97,443,3002311,27,20,24462,19860,1251,0,162,1171,0,301,14762.63,15.65,65267.63,2401848.8,150115.55,2852195.45,2702079.9,1080,640,8.99,6.66,0,1251,943.02,312.75,1,0,1,1,0,943.02,29200,28960,40,57885,848624,BENIGN
2026-06-14 11:24:15,192.168.1.185,19634,192.168.1.126,80,900689,30,29,29910,6699,1339,0,350,1426,0,218,40645.55,65.51,15529.12,720551.2,45034.45,855654.55,810620.1,960,928,33.31,32.2,0,1426,620.49,356.5,1,0,1,1,0,620.49,29200,28960,32,38973,582705,BENIGN
2026-06-14 11:16:27,192.168.1.141,59138,192.168.1.106,80,1092744,8,30,4424,8160,1165,0,398,1310,0,301,11515.96,34.77,29533.62,874195.2,54637.2,1038106.8,983469.6,320,960,7.32,27.45,0,1310,331.16,327.5,1,0,1,1,0,331.16,29200,28960,40,24543,343012,BENIGN
2026-06-14 10:43:13,77.77.133.166,43652,192.168.1.100,80,6369,256,1,16384,0,64,40,50,0,0,0,2572460.35,40351.7,24.88,5095.2,318.45,6050.55,5732.1,8192,32,40194.69,157.01,0,64,63.75,16.0,1,0,0,0,0,63.75,512,0,32,71575,680533,DDoS
2026-06-14 10:53:50,111.158.118.90,59712,192.168.1.100,80,8678,165,5,6600,0,64,40,50,0,0,0,760543.9,19589.77,51.35,6942.4,433.9,8244.1,7810.2,6600,160,19013.6,576.17,0,64,38.82,16.0,1,0,0,0,0,38.82,512,0,40,37792,51866,DDoS
2026-06-14 11:11:57,192.168.1.201,56376,192.168.1.144,8080,3593953,21,8,20118,4008,1090,0,450,1021,0,733,6712.94,8.07,128355.46,2875162.4,179697.65,3414255.35,3234557.7,840,256,5.84,2.23,0,1090,831.93,272.5,1,0,0,1,0,831.93,29200,28960,40,30101,325311,BENIGN
2026-06-14 10:23:51,192.168.1.251,17666,192.168.1.227,443,644758,18,27,9198,30726,1214,0,188,1233,0,325,61920.91,69.79,14653.59,515806.4,32237.9,612520.1,580282.2,576,864,27.92,41.88,0,1233,887.2,308.25,1,0,1,1,0,887.2,29200,28960,32,19065,779660,BENIGN
2026-06-14 10:49:24,192.168.1.170,29021,192.168.1.6,8080,3881539,9,18,8514,22176,814,0,110,1416,0,390,7906.66,6.96,149289.96,3105231.2,194076.95,3687462.05,3493385.1,180,576,2.32,4.64,0,1416,1136.67,354.0,1,0,1,1,0,1136.67,29200,28960,20,13874,682749,BENIGN
2026-06-14 11:06:14,41.94.217.195,7648,192.168.1.100,80,14770,156,3,9984,0,64,40,50,0,0,0,675964.79,10765.06,93.48,11816.0,738.5,14031.5,13293.0,4992,96,10561.95,203.11,0,64,62.79,16.0,1,0,0,0,0,62.79,512,0,32,38941,385617,DDoS
2026-06-14 10:32:03,192.168.1.218,26225,192.168.1.222,443,862283,8,18,5664,25344,1066,0,215,1257,0,634,35960.35,30.15,34491.32,689826.4,43114.15,819168.85,776054.7,160,576,9.28,20.87,0,1257,1192.62,314.25,1,0,1,1,0,1192.62,29200,28960,20,90712,955053,BENIGN
2026-06-14 11:03:39,199.240.218.221,30858,192.168.1.100,80,3477,322,2,20608,0,64,40,50,0,0,0,5926948.52,93183.78,10.76,2781.6,173.85,3303.15,3129.3,6440,64,92608.57,575.21,0,64,63.6,16.0,1,0,0,0,0,63.6,512,0,20,64849,381202,DDoS
2026-06-14 10:55:40,192.168.1.215,34061,192.168.1.100,21,43689,34,25,2176,3575,256,40,85,512,40,110,131634.97,1350.45,753.26,34951.2,2184.45,41504.55,39320.1,1088,800,778.23,572.23,40,512,97.47,118.0,1,0,1,1,0,97.47,65535,65535,32,44915,230568,Brute Force
2026-06-14 10:57:59,192.168.1.221,36280,192.168.1.100,817,333,2,1,80,40,40,40,40,40,0,20,360360.36,9009.01,166.5,266.4,16.65,316.35,299.7,64,32,6006.01,3003.0,0,40,40.0,10.0,1,0,0,0,0,40.0,1024,0,32,4508,179693,Port Scan
2026-06-14 10:43:10,192.168.1.156,57534,192.168.1.100,818,363,2,0,80,0,40,40,40,40,0,20,220385.67,5509.64,363.0,290.4,18.15,344.85,0,40,0,5509.64,0.0,40,40,40.0,0.0,1,1,0,0,0,40.0,1024,0,20,26937,403659,Port Scan
2026-06-14 11:27:09,192.168.1.213,63598,192.168.1.23,80,3827193,11,18,10527,10764,1401,0,143,1134,0,407,5563.09,7.58,136685.46,3061754.4,191359.65,3635833.35,3444473.7,220,576,2.87,4.7,0,1401,734.17,350.25,1,0,1,1,0,734.17,29200,28960,20,99319,330123,BENIGN
2026-06-14 10:30:52,192.168.1.188,28988,192.168.1.100,820,49,1,1,40,40,40,40,40,40,0,20,1632653.06,40816.33,49.0,39.2,2.45,46.55,44.1,32,32,20408.16,20408.16,0,40,40.0,10.0,1,0,0,0,0,40.0,1024,0,32,46670,938648,Port Scan
2026-06-14 10:50:04,51.69.86.195,16652,192.168.1.100,80,4586,224,1,8960,0,64,40,50,0,0,0,1953772.35,49062.36,20.47,3668.8,229.3,4356.7,4127.4,8960,32,48844.31,218.05,0,64,39.82,16.0,1,0,0,0,0,39.82,512,0,40,77731,421641,DDoS
2026-06-14 10:24:06,192.168.1.228,36364,192.168.1.247,8080,147971,7,21,665,3381,975,0,132,1304,0,328,27343.2,189.23,5480.41,118376.8,7398.55,140572.45,133173.9,280,672,47.31,141.92,0,1304,144.5,326.0,1,0,1,1,0,144.5,29200,28960,40,14120,186490,BENIGN
2026-06-14 11:25:09,192.168.1.121,31242,192.168.1.71,8080,3828950,10,28,6240,2884,1460,0,482,1296,0,387,2382.9,9.92,103485.14,3063160.0,191447.5,3637502.5,3446055.0,400,896,2.61,7.31,0,1460,240.11,365.0,1,0,0,1,0,240.11,29200,28960,40,62707,630772,BENIGN
2026-06-14 11:27:36,192.168.1.215,33095,192.168.1.100,21,80285,83,70,6474,7910,256,40,85,512,40,110,179161.74,1905.71,528.19,64228.0,4014.25,76270.75,72256.5,1660,2240,1033.82,871.89,40,512,94.01,118.0,1,0,1,1,0,94.01,65535,65535,20,71256,179942,Brute Force
2026-06-14 11:04:49,192.168.1.54,46795,192.168.1.218,443,223183,17,14,11084,3948,1108,0,293,1446,0,316,67352.8,138.9,7439.43,178546.4,11159.15,212023.85,200864.7,544,448,76.17,62.73,0,1446,484.9,361.5,1,0,0,1,0,484.9,29200,28960,32,17374,271177,BENIGN
2026-06-14 10:59:09,192.168.1.176,55320,192.168.1.156,80,100317,9,28,8721,28420,842,0,141,1414,0,403,370236.35,368.83,2786.58,80253.6,5015.85,95301.15,90285.3,360,896,89.72,279.12,0,1414,1003.81,353.5,1,0,1,1,0,1003.81,29200,28960,40,13089,332212,BENIGN
2026-06-14 10:42:58,11.71.126.118,21720,192.168.1.100,80,4236,567,4,22680,0,64,40,50,0,0,0,5354107.65,134796.98,7.43,3388.8,211.8,4024.2,3812.4,11340,128,133852.69,944.29,0,64,39.72,16.0,1,0,0,0,0,39.72,512,0,20,39285,896367,DDoS
2026-06-14 10:23:26,192.168.1.177,5723,192.168.1.100,828,369,2,0,80,0,40,40,40,40,0,20,216802.17,5420.05,369.0,295.2,18.45,350.55,0,80,0,5420.05,0.0,40,40,40.0,0.0,1,1,0,0,0,40.0,1024,0,40,30180,829679,Port Scan
2026-06-14 10:23:38,192.168.1.215,39560,192.168.1.100,3389,96369,84,46,9240,5842,256,40,85,512,40,110,156502.61,1348.98,747.05,77095.2,4818.45,91550.55,86732.1,2688,1472,871.65,477.33,40,512,116.02,118.0,1,0,1,1,0,116.02,65535,65535,32,92159,678552,Brute Force
2026-06-14 11:12:03,175.137.164.128,39884,192.168.1.100,80,11381,399,1,25536,0,64,40,50,0,0,0,2243739.57,35146.3,28.52,9104.8,569.05,10811.95,10242.9,7980,32,35058.43,87.87,0,64,63.84,16.0,1,0,0,0,0,63.84,512,0,20,85133,365654,DDoS
2026-06-14 11:02:44,192.168.1.215,63317,192.168.1.100,22,229560,50,58,5800,7540,256,40,85,512,40,110,58111.17,470.47,2145.42,183648.0,11478.0,218082.0,206604.0,1600,1856,217.81,252.66,40,512,123.52,118.0,1,0,1,1,0,123.52,65535,65535,32,3401,162031,Brute Force
2026-06-14 11:26:59,192.168.1.30,63562,192.168.1.203,8080,2016266,11,28,4499,28112,704,0,251,1055,0,276,16173.96,19.34,53059.63,1613012.8,100813.3,1915452.7,1814639.4,352,896,5.46,13.89,0,1055,836.18,263.75,1,0,0,1,0,836.18,29200,28960,32,58774,662423,BENIGN
2026-06-14 10:52:22,192.168.1.121,32636,192.168.1.5,8080,3161440,26,11,2132,4026,1045,0,283,1168,0,343,1947.85,11.7,87817.78,2529152.0,158072.0,3003368.0,2845296.0,520,352,8.22,3.48,0,1168,166.43,292.0,1,0,0,1,0,166.43,29200,28960,20,24296,546458,BENIGN
2026-06-14 11:15:14,192.168.1.95,11041,192.168.1.116,8080,3931649,25,13,20275,18460,636,0,478,1416,0,634,9852.1,9.67,106260.78,3145319.2,196582.45,3735066.55,3538484.1,500,416,6.36,3.31,0,1416,1019.34,354.0,1,0,1,1,0,1019.34,29200,28960,20,85806,63225,BENIGN
2026-06-14 10:38:35,192.168.1.227,59777,192.168.1.4,443,2543176,16,29,7856,18241,1380,0,169,1129,0,230,10261.58,17.69,57799.45,2034540.8,127158.8,2416017.2,2288858.4,512,928,6.29,11.4,0,1380,579.93,345.0,1,0,1,1,0,579.93,29200,28960,32,43757,831162,BENIGN
2026-06-14 11:30:09,56.25.8.238,52691,192.168.1.100,443,5109,576,2,36864,0,64,40,50,0,0,0,7215502.06,113133.69,8.85,4087.2,255.45,4853.55,4598.1,18432,64,112742.22,391.47,0,64,63.78,16.0,1,0,0,0,0,63.78,512,0,32,15734,323158,DDoS
2026-06-14 10:48:56,192.168.1.38,12886,192.168.1.85,443,1489515,12,30,4332,41820,1371,0,281,1239,0,659,30984.58,28.2,36329.63,1191612.0,74475.75,1415039.25,1340563.5,384,960,8.06,20.14,0,1371,1098.86,342.75,1,0,0,1,0,1098.86,29200,28960,32,56994,134972,BENIGN
2026-06-14 10:35:56,192.168.1.178,6638,192.168.1.59,443,2840414,23,22,13087,22000,1169,0,340,1016,0,225,12352.78,15.84,64554.86,2272331.2,142020.7,2698393.3,2556372.6,460,704,8.1,7.75,0,1169,779.71,292.25,1,0,1,1,0,779.71,29200,28960,20,99301,25106,BENIGN
2026-06-14 10:45:40,192.168.1.55,62322,185.163.244.179,8080,8884467,39,54,2925,4698,100,40,60,100,40,60,858.01,10.47,96570.29,7107573.6,444223.35,8440243.65,7996020.3,1248,1728,4.39,6.08,40,100,81.97,15.0,1,0,1,1,0,81.97,6601,15111,32,5514,9483824,Botnet
